,User_Id,Tweet_Id,Tweet_Content,normalized_final_weighted_score,cosine_sim_senetence,cosine_sim_word,trust_score_model1,trust_score_model2_sentence,trust_score_model2_word,Sentenct_level_trust_score,word_level_trust_score,Label_senetence_level,Label_word_level
50,,1124163949602017280,rt ewtnvatican wake easter sunday massacre srilanka shepherd discus ncregister consoling traumatized flock fostering reconciliation also stress need punish perpetrator catholic,,0.6337303,0.30749744,,0.31686515,0.15374872,,,Fake,Fake
51,,1124013354215981057,relative mourn beside coffin srilanka terror attack victim burial ceremony cemetery colombo today series bomb attack targeting church luxury hotel easter sunday lanka afp photo lka,,0.7355911,0.30951864,,0.36779555,0.15475932,,,Fake,Fake
52,,1124010546041425920,srilanka soldier stand guard outside st anthony shrine colombo today week series terror bomb blast targeting church luxury hotel easter sunday lankas catholic church scrapped plan resume sunday service afp photo lka,,0.7577338,0.33490664,,0.3788669,0.16745332,,,Fake,Fake
53,,1124007049766031361,awardwinning reuters photo journalist dansiddiqui detained srilanka news report say amid security crackdown wake easter terror attack church colombo luxury hotel medium lka,,0.7737206,0.33558914,,0.3868603,0.16779457,,,Fake,Fake
54,,1123990095382622211,indiabased iraqborn reuters photo journalist arrested trying forcibly enter school katana near negombo srilanka amid tension easter terror attack lka medium reutersindia,,0.70056134,0.3210994,,0.35028067,0.1605497,,,Fake,Fake
55,,1123979848911937537,india journalist sibdiqui ahmad danish detained srilanka day amid tension easter terror attack police say medium accreditation govt lka,,0.8430786,0.335124,,0.4215393,0.167562,,,Fake,Fake
56,,1123936561740034048,death toll srilanka easter suicide terror attack risen authority said least dead foreigner missing tourist still accounted afp lka travel tourism,,0.6349406,0.30704355,,0.3174703,0.153521775,,,Fake,Fake
57,,1123918518959968257,rt vidiyallk fathima madaniya sister srilanka easter bombing ring leader zahran hashim arrested police million money house lka srilanka eastnews eastersundayattackslk,,0.8142216,0.39660054,,0.4071108,0.19830027,,,Fake,Fake
58,,1123903276355923970,isi used bitcoin fund horrific srilanka easter bombing research claim eastersundayattackssl srilanka,,0.7665057,0.32743135,,0.38325285,0.163715675,,,Fake,Fake
59,,1123898185334886400,rt vidiyallk isi used bitcoin fund horrific srilanka easter bombing research claim eastersundayattackssl srilanka eastersundayattackssl srilanka,,0.80426407,0.34995148,,0.402132035,0.17497574,,,Fake,Fake
60,,1123898067382566923,isi used bitcoin fund horrific srilanka easter bombing research claim eastersundayattackssl srilanka eastersundayattackssl srilanka,,0.80683196,0.3495832,,0.40341598,0.1747916,,,Fake,Fake
61,,1123795360961503232,rt vidiyallk fathima madaniya sister srilanka easter bombing ring leader zahran hashim arrested police million money house lka srilanka eastnews eastersundayattackslk,,0.8142216,0.39660054,,0.4071108,0.19830027,,,Fake,Fake
62,,1123640573863387136,srilanka easter terror attack may new strategy president warns lka,,0.6749487,0.33962163,,0.33747435,0.169810815,,,Fake,Fake
63,,1123622710960017408,easter blast srilanka isi created illuminati oneeye expecting motherfucking racist people confusion hit church puzzle masterplaners,,0.6538598,0.24372222,,0.3269299,0.12186111,,,Fake,Fake
64,,1123600405034876935,china scientist killed april colombo srilanka easter terror blast others wounded kingsbury lka travel hotel,,0.78810155,0.30115277,,0.394050775,0.150576385,,,Fake,Fake
65,,1123594574113300481,fathima madaniya sister srilanka easter bombing ring leader zahran hashim arrested police million money house lka srilanka eastnews eastersundayattackslk,,0.80962944,0.39403686,,0.40481472,0.19701843,,,Fake,Fake
66,,1123588040864219138,rumor opposition leader former srilanka president opposed burqa ban false lka easter terror,,0.6411159,0.3114002,,0.32055795,0.1557001,,,Fake,Fake
67,,1123548322684375044,jaffna mp prominent lawyer sumanthiran speaks srilanka development easter terror attack lka,,0.79414403,0.30591983,,0.397072015,0.152959915,,,Fake,Fake
68,,1123464449342550016,saudi embassy advises national leave srilanka amid security concern easter terror attack lka,,0.7213429,0.3057187,,0.36067145,0.15285935,,,Fake,Fake
69,,1123458412308832257,canadabased srilanka senior political analyst writes lanka crisis wake easter terror attack lka,,0.75980186,0.2745821,,0.37990093,0.13729105,,,Fake,Fake
70,,1123447101541761024,srilanka easter terror bombing carry stark message india column lka,,0.75279593,0.37376592,,0.376397965,0.18688296,,,Fake,Fake
71,,1123315800281157639,saudi embassy advisory citizen srilanka lka diplomacy colombo easter,,0.8243195,0.31061196,,0.41215975,0.15530598,,,Fake,Fake
72,,1123156282549182464,follower srilanka easter bomber sought india terror attack police lka,,0.80017424,0.38821405,,0.40008712,0.194107025,,,Fake,Fake
73,,1123149592667860992,srilanka cardinal refuse bulletproof vehicle provided govt amid new terror attack concern easter bombing church lka,,0.69827294,0.32249808,,0.34913647,0.16124904,,,Fake,Fake
74,,1123140476796850176,srilanka forecast drop tourist arrival easter terror attack,,0.6422021,0.2938255,,0.32110105,0.14691275,,,Fake,Fake
75,,1123106206992801792,srilanka easter terror attack top saudi columnist stress need international involvement probe recall tamil separatist terrorism past lka,,0.7525178,0.36786604,,0.3762589,0.18393302,,,Fake,Fake
76,,1123103254005583873,officialunp stalwart reject claim srilanka intelligence operation weakened wake easter terror bombing lka,,0.66316926,0.2190391,,0.33158463,0.10951955,,,Fake,Fake
77,,1123101942190870528,top srilanka journalist call caution amid govt security crackdown wake easter terror attack lka extremism,,0.71953154,0.31659016,,0.35976577,0.15829508,,,Fake,Fake
78,,1122999960692248576,srilanka western province governor mazathssalley highlight need united action terrorism reject call govt resign easter bombing lka,,0.7560914,0.33198917,,0.3780457,0.165994585,,,Fake,Fake
79,,1122986776241557504,nyt journalist tweet suggests call easter terror attack srilanka revenge iraq baghuz village lka,,0.7888938,0.284394,,0.3944469,0.142197,,,Fake,Fake
80,,1122985263599370243,claim easter srilanka terror attack carried revenge fall iraq town baghuz lka,,0.73637235,0.25601003,,0.368186175,0.128005015,,,Fake,Fake
81,,1122893648151097345,srilanka soldier return base following operation searching explosive amp suspect tied local group terrorist kalmunai catholic church urged govt crack extremist vigor aftermath easter bombing ap photo lka,,0.6941048,0.32049716,,0.3470524,0.16024858,,,Fake,Fake
82,,1122823462643322880,gate heaven open split second called rest asked spread love forgiveness srilanka eastersunday easter easterattacksl art watercolor painting,,0.49246946,0.3029589,,0.24623473,0.15147945,,,Fake,Fake
83,,1122771273879130113,rt vipulananda top official allege srilanka president briefed advance easter terror attack lka easterattackssl,,0.72128725,0.32715738,,0.360643625,0.16357869,,,Fake,Fake
84,,1122762085887295488,srilanka alert terror attack militant disguised uniform lka easter,,0.6782814,0.2806846,,0.3391407,0.1403423,,,Fake,Fake
85,,1122750861376217088,top official allege srilanka president briefed advance easter terror attack lka easterattackssl,,0.70414937,0.32232466,,0.352074685,0.16116233,,,Fake,Fake
86,,1122738019608539136,srilanka ban burqa easter carnage lka security humanrights,,0.7466105,0.31131166,,0.37330525,0.15565583,,,Fake,Fake
87,,1122572366767325185,srilanka president ban garment face covering easter terror attack probe continues lka veil,,0.6354852,0.3122085,,0.3177426,0.15610425,,,Fake,Fake
88,,1122484045835718661,rt vipulananda srilanka christian devotee light candle pray barricade near colombo devastated st anthony shrine today week series terror blast targeting church amp luxury hotel easter sunday afp photo,,0.7438681,0.31163517,,0.37193405,0.155817585,,,Fake,Fake
89,,1122470317430116358,rt vipulananda srilanka christian devotee light candle pray barricade near colombo devastated st anthony shrine today week series terror blast targeting church amp luxury hotel easter sunday afp photo,,0.7438681,0.31163517,,0.37193405,0.155817585,,,Fake,Fake
90,,1122467777468674049,srilanka christian devotee light candle pray barricade near colombo devastated st anthony shrine today week series terror blast targeting church amp luxury hotel easter sunday afp photo,,0.7357784,0.31575215,,0.3678892,0.157876075,,,Fake,Fake
91,,1122466160224669696,srilanka christian wept defiantly prayed today lit candle barricade near colombo devastated st anthony shrine victim horrific easter terror bombing afp photo lka,,0.71228504,0.25934094,,0.35614252,0.12967047,,,Fake,Fake
92,,1122464988675710977,rt vipulananda srilanka army personnel search people bag checkpoint today kattankudy near batticaloa security stepped easter terror attack reuters photo,,0.733743,0.35775816,,0.3668715,0.17887908,,,Fake,Fake
93,,1122464543660290048,srilanka army personnel search people bag checkpoint today kattankudy near batticaloa security stepped easter terror attack reuters photo,,0.71467626,0.36768776,,0.35733813,0.18384388,,,Fake,Fake
94,,1122386299166420992,rt hsajwanization friday killed muslim christchurch mosque easter sunday killed christian srilanka church passover saturday shoot jew sandiego synagogue terrorism religion,,0.75442326,0.3126644,,0.37721163,0.1563322,,,Fake,Fake
95,,1122355742361538560,strain government led intelligence breakdown say srilanka pm rwunp easter terror attack lka,,0.72736853,0.2770058,,0.363684265,0.1385029,,,Fake,Fake
96,,1122248568050540546,avoid nonessential travel srilanka india issue advisory easter terror attack lka,,0.73510784,0.3705147,,0.36755392,0.18525735,,,Fake,Fake
97,,1122246760062234625,body saudi arabian airline crew killed srilanka easter terror attack arrive ksa saudiarabia lka travel,,0.76310515,0.31028172,,0.381552575,0.15514086,,,Fake,Fake
98,,1122208717783621632,kattankudy remote srilanka enclave produced easter terror bombing mastermind lka,,0.72397,0.3667218,,0.361985,0.1833609,,,Fake,Fake
99,,1122167903581663235,rt thebrahmastra bomb blast took place sunday three church colombo srilanka explosion also reported shangrila hotel cinnamon grand amp kingsbury hotel people affected terrorattack churcattack easter,,0.6940624,0.26879025,,0.3470312,0.134395125,,,Fake,Fake
100,,1122130526406680576,srilanka navy soldier work clean st anthony shrine colombo today following series terror bomb blast targeting church luxury hotel easter sunday sri lanka afp photo lka,,0.8221009,0.31856295,,0.41105045,0.159281475,,,Fake,Fake
101,,1122129887760977921,srilanka soldier stand guard street colombo today afp photo lka easter,,0.7907106,0.33469057,,0.3953553,0.167345285,,,Fake,Fake
102,,1122125273623928834,srilankatweet suicide bomber mohamed zaharans driver arrested kattankuddy police handed cid lka srilanka easter,,0.77395254,0.35878515,,0.38697627,0.179392575,,,Fake,Fake
103,,1122096524370952192,rt yourgksms world immunization week observed last week april th th theme wiw protected together vaccine work country temporarily banned drone unmanned aircraft easter bombing srilanka,,0.66636497,0.29286438,,0.333182485,0.14643219,,,Fake,Fake
104,,1122063460215422977,minister mangala mangalalk promise srilanka bounce back easter terror attack lka tourism,,0.7515567,0.29721025,,0.37577835,0.148605125,,,Fake,Fake
105,,1122062185461624832,srilanka easter terror bombing die blast raid suspected hideout lka security,,0.64337754,0.25259298,,0.32168877,0.12629649,,,Fake,Fake
106,,1122043375924809728,rt bornwin world immunization week observed last week april th th theme wiw protected together vaccine work country temporarily banned drone unmanned aircraft easter bombing srilanka saturdaymotivation,,0.65212405,0.30783528,,0.326062025,0.15391764,,,Fake,Fake
107,,1122032361527545856,black sheep mastermind srilankas easter sunday bomb lka,,0.6869644,0.2678181,,0.3434822,0.13390905,,,Fake,Fake
108,,1121969376406720514,rt jsauvefs tonight time moment reflection mass memorial service organized slintoronto pay tribute victim tragic incident took place easter sunday srilanka srilankaattacks srilankabombings canhcsrilanka,,0.6244204,0.378728,,0.3122102,0.189364,,,Fake,Fake
109,,1121902260202745857,srilanka easter terror bombing pm wickremesinghe rwunp say loop lka,,0.74273765,0.3012964,,0.371368825,0.1506482,,,Fake,Fake
110,,1121855805458923520,soldier walk front st anthony shrine colombo today following series terror bomb blast targeting church luxury hotel easter sunday srilanka afp photo,,0.7318043,0.3055622,,0.36590215,0.1527811,,,Fake,Fake
111,,1121810481482567680,rt vipulananda guarded soldier defiant srilanka muslim pray peace lka easter,,0.736977,0.33281976,,0.3684885,0.16640988,,,Fake,Fake
112,,1121804940177838080,rt vipulananda guarded soldier defiant srilanka muslim pray peace lka easter,,0.736977,0.33281976,,0.3684885,0.16640988,,,Fake,Fake
113,,1121797611386621954,guarded soldier defiant srilanka muslim pray peace lka easter,,0.72259104,0.3473342,,0.36129552,0.1736671,,,Fake,Fake
114,,1121789006591619075,srilanka easter terror attack signal isi widening reach lka,,0.7308098,0.31710088,,0.3654049,0.15855044,,,Fake,Fake
115,,1121768894690152448,easter terror attack probe srilanka president maithripalas today blamed pm rwunp govt weakening intelligence system focusing prosecution military officer alleged warcrimes civil war tamil separatist ended reuters,,0.73103297,0.31879252,,0.365516485,0.15939626,,,Fake,Fake
116,,1121765799490928641,rt vipulananda srilanka fear tourism industry could see arrival drop loss billion year deadly easter terror attack finance minister mangala samaraweera said today said lanka could take year fully recover attack afp,,0.6611063,0.302069,,0.33055315,0.1510345,,,Fake,Fake
117,,1121762678287024128,srilanka fear tourism industry could see arrival drop loss billion year deadly easter terror attack finance minister mangala samaraweera said today said lanka could take year fully recover attack afp,,0.6431098,0.3036807,,0.3215549,0.15184035,,,Fake,Fake
118,,1121743042145288193,people gather outside st mary cathedral sydney today candlelight vigil victim easter sunday terror attack srilanka afp photo lka australia,,0.78006256,0.36984554,,0.39003128,0.18492277,,,Fake,Fake
119,,1121740030056251393,srilanka easter terror attack pm rwunp say evidence yet suggest particular country backed terrorist lka,,0.700791,0.3484573,,0.3503955,0.17422865,,,Fake,Fake
120,,1121675975081676801,lankans one get srilanka easter eastersundayattackslk,,0.74282575,0.33291268,,0.371412875,0.16645634,,,Fake,Fake
121,,1121671486907924480,srilanka easter terror attack den mastermind lka,,0.70828533,0.31497172,,0.354142665,0.15748586,,,Fake,Fake
122,,1121670451053248513,six arrested kilinochchi northern province srilanka easter terror attack lka,,0.7541101,0.32473272,,0.37705505,0.16236636,,,Fake,Fake
123,,1121663542464106496,srilanka easter terror attack counterterrorism expert comment link lanka suicide bomber lka,,0.7300151,0.34296638,,0.36500755,0.17148319,,,Fake,Fake
124,,1121655101788045313,rt vipulananda bundeljayse secular srilanka would uphold meritocracy certainly prevent foreign interferenceintervention lka easter,,0.6659968,0.23556945,,0.3329984,0.117784725,,,Fake,Fake
125,,1121638085517692928,rt munza muditha first everyone looked u terrorist look u terrorist also drug lord thanks maithripalas thanks much muslim needed lka srilanka easterattacklk eastersundayattackssl easter,,0.67681277,0.2958008,,0.338406385,0.1479004,,,Fake,Fake
126,,1121637417780297729,muditha first everyone looked u terrorist look u terrorist also drug lord thanks maithripalas thanks much muslim needed lka srilanka easterattacklk eastersundayattackssl easter,,0.67210144,0.29560038,,0.33605072,0.14780019,,,Fake,Fake
127,,1121619826839965697,rt ismailshaheed president maithripalas much ego easterattacklk easterattack easterattacksl easter eastersundayattacklk ntj srilanka lka,,0.5962632,0.28372446,,0.2981316,0.14186223,,,Fake,Fake
128,,1121580185399087106,rt vipulananda picture taken today show dubai burjkhalifa world tallest skyscraper lit image srilankas national flag solidarity country following easter terrorist attack hotel amp church killed people afp photo lka,,0.6938395,0.33280942,,0.34691975,0.16640471,,,Fake,Fake
129,,1121513900879466496,rt vipulananda picture taken today show dubai burjkhalifa world tallest skyscraper lit image srilankas national flag solidarity country following easter terrorist attack hotel amp church killed people afp photo lka,,0.6938395,0.33280942,,0.34691975,0.16640471,,,Fake,Fake
130,,1121500562657357830,dubaibased indian expat juno srivastava gm colleague lorraine campbell killed easter terror attack cinnamongrand hotel colombo srilanka lka uae breakfast terrorism tourism travel,,0.8293395,0.27549595,,0.41466975,0.137747975,,,Fake,Fake
131,,1121489870927667201,rt milindarj ම ද නවල සත ට න සහ ස හ ල ල ව න ස ට න බව ප න න අගම ත ත ම ජ ත යන තරයට පවසන න isi ප හ ණ ව ල බ ශ ර ල ක කයන ආපස ආබව ද න ස ට යත න ත ය න ප ටරට ත රස තව ද ස ව ධ න වලට සම බන ධ ව වන අත අඩ ග වට ගත න හ ක න ස ක ස වක න කල බවය ල කය න ත ගර කම අගම ත ත ම srilanka easter,,0.40683866,0.3074243,,0.20341933,0.15371215,,,Fake,Fake
132,,1121479697597026304,rt milindarj ම ද නවල සත ට න සහ ස හ ල ල ව න ස ට න බව ප න න අගම ත ත ම ජ ත යන තරයට පවසන න isi ප හ ණ ව ල බ ශ ර ල ක කයන ආපස ආබව ද න ස ට යත න ත ය න ප ටරට ත රස තව ද ස ව ධ න වලට සම බන ධ ව වන අත අඩ ග වට ගත න හ ක න ස ක ස වක න කල බවය ල කය න ත ගර කම අගම ත ත ම srilanka easter,,0.40683866,0.3074243,,0.20341933,0.15371215,,,Fake,Fake
133,,1121467240375734273,rt vipulananda picture taken today show dubai burjkhalifa world tallest skyscraper lit image srilankas national flag solidarity country following easter terrorist attack hotel amp church killed people afp photo lka,,0.6938395,0.33280942,,0.34691975,0.16640471,,,Fake,Fake
134,,1121466327166644224,rt vipulananda picture taken today show dubai burjkhalifa world tallest skyscraper lit image srilankas national flag solidarity country following easter terrorist attack hotel amp church killed people afp photo lka,,0.6938395,0.33280942,,0.34691975,0.16640471,,,Fake,Fake
